Index,X.1,X,Season,Episode,title,Scene,Line,Speaker,Text,Location,Region,House,Major.Char,Gender
976,976,976,Season 1,S01E03,Lord Snow,5,976,NED STARK,"  Try not to stab your sister with it. If you're going to own a sword, you'd better know how to use it.",King's Landing,The Crownlands,Stark,1,Male
977,977,977,Season 1,S01E03,Lord Snow,5,977,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,King's Landing,The Crownlands,Other,0,Other
978,978,978,Season 1,S01E03,Lord Snow,6,978,SCRIPT_NOTE,Bran's bedside in Winterfell. A crow lands on his windowsill.,King's Landing,The Crownlands,Other,0,Other
979,979,979,Season 1,S01E03,Lord Snow,6,979,OLD NAN,  Don't listen to it. Crows are all liars. I know a story about a crow.,King's Landing,The Crownlands,Other,0,Other
980,980,980,Season 1,S01E03,Lord Snow,6,980,BRAN STARK,  I hate your stories.,King's Landing,The Crownlands,Stark,1,Male
981,981,981,Season 1,S01E03,Lord Snow,6,981,OLD NAN,  I know a story about a boy who hated stories. I could tell you about Ser Duncan the Tall. Those were always your favorites.,King's Landing,The Crownlands,Other,0,Other
982,982,982,Season 1,S01E03,Lord Snow,6,982,BRAN STARK, Those weren't my favorites. My favorites were the scary ones.,King's Landing,The Crownlands,Stark,1,Male
983,983,983,Season 1,S01E03,Lord Snow,6,983,OLD NAN," Oh, my sweet summer child. What do you know about fear? Fear is for the winter, when the snows fall a hundred feet deep. Fear is for the long night, when the sun hides for years and children are born and live and die all in darkness. That is the time for fear, my little Lord, when the White Walkers move through the woods. Thousands of years ago there came a night that lasted a generation. Kings froze to death in their castles, same as the shepherds in their huts. And women smothered their babies rather than see them starve, and wept and felt the tears freeze on their cheeks. So is this the sort of story that you like? In that darkness, the White Walkers came for the first time. They swept through cities and kingdoms, riding their dead horses, hunting with their packs of pale spiders big as hounds",King's Landing,The Crownlands,Other,0,Other
984,984,984,Season 1,S01E03,Lord Snow,6,984,ROBB STARK,"Robb walks into the room, interrupting Old Nan's story.",King's Landing,The Crownlands,Stark,1,Male
985,985,985,Season 1,S01E03,Lord Snow,6,985,ROBB STARK,  What are you telling him now?,King's Landing,The Crownlands,Stark,1,Male
986,986,986,Season 1,S01E03,Lord Snow,6,986,OLD NAN, Only what the little Lord wants to hear.,King's Landing,The Crownlands,Other,0,Other
987,987,987,Season 1,S01E03,Lord Snow,6,987,ROBB STARK,  Get your supper. I want some time with him. One time she told me the sky is blue because we live inside the eye of a blue-eyed giant named Macumber.,King's Landing,The Crownlands,Stark,1,Male
988,988,988,Season 1,S01E03,Lord Snow,6,988,BRAN STARK,  Maybe we do.,King's Landing,The Crownlands,Stark,1,Male
989,989,989,Season 1,S01E03,Lord Snow,6,989,ROBB STARK,"  How do you feel? You still don't remember anything? I've seen you climb a thousand times. In the wind, in the rain... A thousand times. You never fall.",King's Landing,The Crownlands,Stark,1,Male
990,990,990,Season 1,S01E03,Lord Snow,6,990,BRAN STARK,"  I did though. It's true, isn't it... what Maester Luwin says about my legs? I'd rather be dead.",King's Landing,The Crownlands,Stark,1,Male
991,991,991,Season 1,S01E03,Lord Snow,6,991,ROBB STARK, Don't ever say that.,King's Landing,The Crownlands,Stark,1,Male
992,992,992,Season 1,S01E03,Lord Snow,6,992,BRAN STARK, I'd rather be dead.,King's Landing,The Crownlands,Stark,1,Male
993,993,993,Season 1,S01E03,Lord Snow,6,993,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,King's Landing,The Crownlands,Other,0,Other
994,994,994,Season 1,S01E03,Lord Snow,7,994,CATELYN STARK,"Catelyn and Rodrick arrive at King's Landing, entering through a back entrance.",King's Landing,The Crownlands,Stark,1,Female
995,995,995,Season 1,S01E03,Lord Snow,7,995,RODRICK CASSEL," Fewer eyes back here, my Lady. But still too many.",King's Landing,The Crownlands,Other,0,Other
996,996,996,Season 1,S01E03,Lord Snow,7,996,CATELYN STARK,  It's nine years since I've set foot in the capital. And no one knew who I was the last time I came either.,King's Landing,The Crownlands,Stark,1,Female
997,997,997,Season 1,S01E03,Lord Snow,7,997,RODRICK CASSEL, My Lady.,King's Landing,The Crownlands,Other,0,Other
998,998,998,Season 1,S01E03,Lord Snow,7,998,SCRIPT_NOTE,"Two guards pull up to her on horseback and hand her a scroll, informing her that she is to follow them.",King's Landing,The Crownlands,Other,0,Other
999,999,999,Season 1,S01E03,Lord Snow,7,999,GUARD," Welcome to King's Landing, Lady Stark. Would you mind following us?",King's Landing,The Crownlands,Other,0,Other
1000,1000,1000,Season 1,S01E03,Lord Snow,7,1000,CATELYN STARK,  I would. We've done nothing wrong.,King's Landing,The Crownlands,Stark,1,Female
1001,1001,1001,Season 1,S01E03,Lord Snow,7,1001,GUARD, We've been instructed to escort you into the city.,King's Landing,The Crownlands,Other,0,Other
1002,1002,1002,Season 1,S01E03,Lord Snow,7,1002,CATELYN STARK," Instructed? I don't know who's providing your instructions, but...",King's Landing,The Crownlands,Stark,1,Female
1003,1003,1003,Season 1,S01E03,Lord Snow,7,1003,GUARD," Follow me, Lady Stark.",King's Landing,The Crownlands,Other,0,Other
1004,1004,1004,Season 1,S01E03,Lord Snow,7,1004,SCRIPT_NOTE,At Baelish's brothel.,King's Landing,The Crownlands,Other,0,Other
1005,1005,1005,Season 1,S01E03,Lord Snow,7,1005,PETYR BAELISH,  Cat! Go on. Go upstairs. (to his whores),King's Landing,The Crownlands,Other,1,Male
1006,1006,1006,Season 1,S01E03,Lord Snow,7,1006,CATELYN STARK,  You little worm! You take me for some back-alley Sally you can drag into a,King's Landing,The Crownlands,Stark,1,Female
1007,1007,1007,Season 1,S01E03,Lord Snow,7,1007,PETYR BAELISH,"Two naked whores interrupt, Baelish snaps at them to leave.",King's Landing,The Crownlands,Other,1,Male
1008,1008,1008,Season 1,S01E03,Lord Snow,7,1008,PETYR BAELISH, I meant no disrespect to you of all people.,King's Landing,The Crownlands,Other,1,Male
1009,1009,1009,Season 1,S01E03,Lord Snow,7,1009,CATELYN STARK,  How dare you bring me here! Have you lost your mind?,King's Landing,The Crownlands,Stark,1,Female
1010,1010,1010,Season 1,S01E03,Lord Snow,7,1010,PETYR BAELISH,  No one will come looking for you here. Isn't that what like you wanted? I'm truly sorry... about the locale.,King's Landing,The Crownlands,Other,1,Male
1011,1011,1011,Season 1,S01E03,Lord Snow,7,1011,CATELYN STARK,  How did you know I was coming to King's Landing?,King's Landing,The Crownlands,Stark,1,Female
1012,1012,1012,Season 1,S01E03,Lord Snow,7,1012,PETYR BAELISH, A dear friend told me.,King's Landing,The Crownlands,Other,1,Male
1013,1013,1013,Season 1,S01E03,Lord Snow,7,1013,VARYS,  Lady Stark.,King's Landing,The Crownlands,Other,1,Male
1014,1014,1014,Season 1,S01E03,Lord Snow,7,1014,CATELYN STARK,  Lord Varys.,King's Landing,The Crownlands,Stark,1,Female
1015,1015,1015,Season 1,S01E03,Lord Snow,7,1015,VARYS,  To see you again after so many years is a blessing. Your poor hands.,King's Landing,The Crownlands,Other,1,Male
1016,1016,1016,Season 1,S01E03,Lord Snow,7,1016,CATELYN STARK, How did you know I was coming?,King's Landing,The Crownlands,Stark,1,Female
1017,1017,1017,Season 1,S01E03,Lord Snow,7,1017,VARYS,"  Knowledge is my trade, my Lady. Did you bring the dagger with you, by any chance? My little birds are everywhere. Even in the north. They whisper to me the strangest stories. Valyrian steel.",King's Landing,The Crownlands,Other,1,Male
1018,1018,1018,Season 1,S01E03,Lord Snow,7,1018,CATELYN STARK,  Do you know whose dagger this is?,King's Landing,The Crownlands,Stark,1,Female
1019,1019,1019,Season 1,S01E03,Lord Snow,7,1019,VARYS,  I must admit I do not.,King's Landing,The Crownlands,Other,1,Male
1020,1020,1020,Season 1,S01E03,Lord Snow,7,1020,PETYR BAELISH,"  Well well, this is an historic day. Something you don't know that I do. There's only one dagger like this in all of the Seven Kingdoms. It's mine.",King's Landing,The Crownlands,Other,1,Male
1021,1021,1021,Season 1,S01E03,Lord Snow,7,1021,CATELYN STARK,  Yours?,King's Landing,The Crownlands,Stark,1,Female
1022,1022,1022,Season 1,S01E03,Lord Snow,7,1022,PETYR BAELISH," At least it was, until the tournament on Prince Joffrey's last nameday. I bet on Ser Jaime in the jousting, as any sane man would. When the Knight of the Flowers unseated him, I lost this dagger.",King's Landing,The Crownlands,Other,1,Male
1023,1023,1023,Season 1,S01E03,Lord Snow,7,1023,CATELYN STARK, To whom?,King's Landing,The Crownlands,Stark,1,Female
1024,1024,1024,Season 1,S01E03,Lord Snow,7,1024,PETYR BAELISH,  Tyrion Lannister. The Imp.,King's Landing,The Crownlands,Other,1,Male
1025,1025,1025,Season 1,S01E03,Lord Snow,7,1025,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,King's Landing,The Crownlands,Other,0,Other
1026,1026,1026,Season 1,S01E03,Lord Snow,8,1026,JON SNOW,"At Castle Black, in a courtyard. Grenn and Jon are swordfighting, Jon getting the best of him and breaking his nose.",The Wall,The North,Stark,1,Male
1027,1027,1027,Season 1,S01E03,Lord Snow,8,1027,ALLISER THORNE," If that were a real sword, you'd be dead. Lord Snow here grew up in a castle spitting down on the likes of you. Pyp. Do you think Ned Stark's bastard bleeds like the rest of us?",The Wall,The North,Other,0,Other
1028,1028,1028,Season 1,S01E03,Lord Snow,8,1028,JON SNOW,Pyp steps forward and with one move Jon has him on his back.,The Wall,The North,Stark,1,Male
1029,1029,1029,Season 1,S01E03,Lord Snow,8,1029,ALLISER THORNE, Next!,The Wall,The North,Other,0,Other
1030,1030,1030,Season 1,S01E03,Lord Snow,8,1030,JON SNOW,"Jon quickly dispatches of another newcomer, we see Lord Commander Jeor and Tyrion looking on from a balcony.",The Wall,The North,Stark,1,Male
1031,1031,1031,Season 1,S01E03,Lord Snow,8,1031,TYRION LANNISTER,"Jon quickly dispatches of another newcomer, we see Lord Commander Jeor and Tyrion looking on from a balcony.",The Wall,The North,Lannister,1,Male
1032,1032,1032,Season 1,S01E03,Lord Snow,8,1032,ALLISER THORNE, Next!,The Wall,The North,Other,0,Other
1033,1033,1033,Season 1,S01E03,Lord Snow,8,1033,JON SNOW,"Another man starts againt Jon Snow, as another joins, Jon defeats the two of them almost instantly.",The Wall,The North,Stark,1,Male
1034,1034,1034,Season 1,S01E03,Lord Snow,8,1034,ALLISER THORNE," Lord Snow, it appears you're the least useless person here. Go clean yourselves up. There's only so much I can stomach in a day.",The Wall,The North,Other,0,Other
1035,1035,1035,Season 1,S01E03,Lord Snow,8,1035,TYRION LANNISTER,"Tyrion and Lord Commander talking, overlooking the courtyard.",The Wall,The North,Lannister,1,Male
1036,1036,1036,Season 1,S01E03,Lord Snow,8,1036,TYRION LANNISTER, A charming man.,The Wall,The North,Lannister,1,Male
1037,1037,1037,Season 1,S01E03,Lord Snow,8,1037,JEOR MORMONT, I don't need him to be charming. I need him to turn this bunch of thieves and runaways into men of the Night's Watch.,The Wall,The North,Other,0,Other
1038,1038,1038,Season 1,S01E03,Lord Snow,8,1038,TYRION LANNISTER," And how's that going, Commander Mormont?",The Wall,The North,Lannister,1,Male
1039,1039,1039,Season 1,S01E03,Lord Snow,8,1039,JEOR MORMONT, Slowly. A raven came for Ned Stark's son.,The Wall,The North,Other,0,Other
1040,1040,1040,Season 1,S01E03,Lord Snow,8,1040,TYRION LANNISTER, Good news or bad?,The Wall,The North,Lannister,1,Male
1041,1041,1041,Season 1,S01E03,Lord Snow,8,1041,JEOR MORMONT, Both.,The Wall,The North,Other,0,Other
1042,1042,1042,Season 1,S01E03,Lord Snow,8,1042,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,The Wall,The North,Other,0,Other
1043,1043,1043,Season 1,S01E03,Lord Snow,9,1043,SCRIPT_NOTE,"Back in the throne room, just outside of the small council chambers.", King's Landing,The Crownlands,Other,0,Other
1044,1044,1044,Season 1,S01E03,Lord Snow,9,1044,MAESTER PYCELLE, Lord Stark. I meant to give you this earlier. So forgetful these days. A raven from Winterfell this morning., King's Landing,The Crownlands,Other,0,Other
1045,1045,1045,Season 1,S01E03,Lord Snow,9,1045,PETYR BAELISH,  Good news? Perhaps you'd like to share it with your wife?, King's Landing,The Crownlands,Other,1,Male
1046,1046,1046,Season 1,S01E03,Lord Snow,9,1046,NED STARK,  My wife is in Winterfell., King's Landing,The Crownlands,Stark,1,Male
1047,1047,1047,Season 1,S01E03,Lord Snow,9,1047,PETYR BAELISH,  Is she?, King's Landing,The Crownlands,Other,1,Male
1048,1048,1048,Season 1,S01E03,Lord Snow,9,1048,PETYR BAELISH,Baelish leads Ned to the entrance of his brothel. Ned is not so keen on the idea and begins choking Baelish., King's Landing,The Crownlands,Other,1,Male
1049,1049,1049,Season 1,S01E03,Lord Snow,9,1049,NED STARK,Baelish leads Ned to the entrance of his brothel. Ned is not so keen on the idea and begins choking Baelish., King's Landing,The Crownlands,Stark,1,Male
1050,1050,1050,Season 1,S01E03,Lord Snow,9,1050,PETYR BAELISH,  I thought that she'd be safest in here. One of several such establishments I own., King's Landing,The Crownlands,Other,1,Male
1051,1051,1051,Season 1,S01E03,Lord Snow,9,1051,NED STARK, You're a funny man. A very funny man., King's Landing,The Crownlands,Stark,1,Male
1052,1052,1052,Season 1,S01E03,Lord Snow,9,1052,CATELYN STARK,  Ned! [poking her head out of a window], King's Landing,The Crownlands,Stark,1,Female
1053,1053,1053,Season 1,S01E03,Lord Snow,9,1053,PETYR BAELISH," The Starks... Quick tempers, slow minds.", King's Landing,The Crownlands,Other,1,Male
1054,1054,1054,Season 1,S01E03,Lord Snow,9,1054,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -, King's Landing,The Crownlands,Other,0,Other
1055,1055,1055,Season 1,S01E03,Lord Snow,10,1055,JON SNOW,"Jon is in the armory of Castle Black, putting away equipment when a gang of the guys jump him.",The Wall,The North,Stark,1,Male
1056,1056,1056,Season 1,S01E03,Lord Snow,10,1056,GRENN," You broke my nose, bastard!",The Wall,The North,Other,0,Other
1057,1057,1057,Season 1,S01E03,Lord Snow,10,1057,JON SNOW,  It's an improvement.,The Wall,The North,Stark,1,Male
1058,1058,1058,Season 1,S01E03,Lord Snow,10,1058,GRENN," If we threw you over the Wall, wonder how long it'd take you to hit.",The Wall,The North,Other,0,Other
1059,1059,1059,Season 1,S01E03,Lord Snow,10,1059,PYP, I wonder if they'd find you before the wolves did.,The Wall,The North,Other,0,Other
1060,1060,1060,Season 1,S01E03,Lord Snow,10,1060,GRENN," What're you looking at, halfman?",The Wall,The North,Other,0,Other
1061,1061,1061,Season 1,S01E03,Lord Snow,10,1061,TYRION LANNISTER,  I'm looking at you. You've got an interesting face. Very distinctive faces. All of you.,The Wall,The North,Lannister,1,Male
1062,1062,1062,Season 1,S01E03,Lord Snow,10,1062,RAST, What do you care about our faces?,The Wall,The North,Other,0,Other
1063,1063,1063,Season 1,S01E03,Lord Snow,10,1063,TYRION LANNISTER," It's just I think they would look marvelous decorating spikes in King's Landing. Perhaps I'll write my sister, the Queen, about it.",The Wall,The North,Lannister,1,Male
1064,1064,1064,Season 1,S01E03,Lord Snow,10,1064,GRENN," We'll talk later, Lord Snow.",The Wall,The North,Other,0,Other
1065,1065,1065,Season 1,S01E03,Lord Snow,10,1065,JON SNOW, Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same.,The Wall,The North,Stark,1,Male
1066,1066,1066,Season 1,S01E03,Lord Snow,10,1066,TYRION LANNISTER,  Grenn's father left him too... Outside a farmhouse when he was three. Pyp was caught stealing a wheel of cheese. His little sister hadn't eaten in three days. He was given a choice: his right hand or the Wall. I've been asking the Lord Commander about them. Fascinating stories.,The Wall,The North,Lannister,1,Male
1067,1067,1067,Season 1,S01E03,Lord Snow,10,1067,JON SNOW, They hate me because I'm better than they are.,The Wall,The North,Stark,1,Male
1068,1068,1068,Season 1,S01E03,Lord Snow,10,1068,TYRION LANNISTER, It's a lucky thing none of them were trained by a master-at-arms like your Ser Rodrik. I don't imagine any of them have ever held a real sword before they came here. Your brother Bran. He's woken up.,The Wall,The North,Lannister,1,Male
1069,1069,1069,Season 1,S01E03,Lord Snow,10,1069,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,The Wall,The North,Other,0,Other
1070,1070,1070,Season 1,S01E03,Lord Snow,11,1070,SCRIPT_NOTE,At Baelish's brothel.,King's Landing,The Crownlands,Other,0,Other
1071,1071,1071,Season 1,S01E03,Lord Snow,11,1071,PETYR BAELISH, The mere suggestion that the Queen's brother tried to kill your boy would be considered treason.,King's Landing,The Crownlands,Other,1,Male
1072,1072,1072,Season 1,S01E03,Lord Snow,11,1072,CATELYN STARK, We have proof. We have the blade.,King's Landing,The Crownlands,Stark,1,Female
1073,1073,1073,Season 1,S01E03,Lord Snow,11,1073,PETYR BAELISH,"  Which Lord Tyrion will say was stolen from him. The only man who could say otherwise has no throat, thanks to your boy's wolf.",King's Landing,The Crownlands,Other,1,Male
1074,1074,1074,Season 1,S01E03,Lord Snow,11,1074,CATELYN STARK,  Petyr has promised to help us find the truth. He's like a little brother to me. He would never betray my trust.,King's Landing,The Crownlands,Stark,1,Female
1075,1075,1075,Season 1,S01E03,Lord Snow,11,1075,PETYR BAELISH,"  I'll try to keep you alive, for her sake. A fool's task, admittedly, but I've never been able to refuse your wife anything.",King's Landing,The Crownlands,Other,1,Male
1076,1076,1076,Season 1,S01E03,Lord Snow,11,1076,CATELYN STARK, I won't forget this. You're a true friend.,King's Landing,The Crownlands,Stark,1,Female
1077,1077,1077,Season 1,S01E03,Lord Snow,11,1077,PETYR BAELISH,  Don't tell anyone. I have a reputation to maintain.,King's Landing,The Crownlands,Other,1,Male
1078,1078,1078,Season 1,S01E03,Lord Snow,11,1078,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,King's Landing,The Crownlands,Other,0,Other
1079,1079,1079,Season 1,S01E03,Lord Snow,12,1079,SCRIPT_NOTE,In the Queen's chambers.,King's Landing,The Crownlands,Other,0,Other
1080,1080,1080,Season 1,S01E03,Lord Snow,12,1080,CERSEI LANNISTER, How could you be so stupid?,King's Landing,The Crownlands,Lannister,1,Female
1081,1081,1081,Season 1,S01E03,Lord Snow,12,1081,JAIME LANNISTER, Calm down.,King's Landing,The Crownlands,Lannister,1,Male
1082,1082,1082,Season 1,S01E03,Lord Snow,12,1082,CERSEI LANNISTER, He's a child... 10 years old. What were you thinking?,King's Landing,The Crownlands,Lannister,1,Female
1083,1083,1083,Season 1,S01E03,Lord Snow,12,1083,JAIME LANNISTER, I was thinking of us. You're a bit late to start complaining about it now. What has the boy told them?,King's Landing,The Crownlands,Lannister,1,Male
1084,1084,1084,Season 1,S01E03,Lord Snow,12,1084,CERSEI LANNISTER, Nothing. He's said nothing. He remembers nothing.,King's Landing,The Crownlands,Lannister,1,Female
1085,1085,1085,Season 1,S01E03,Lord Snow,12,1085,JAIME LANNISTER, Then what are you raving about?,King's Landing,The Crownlands,Lannister,1,Male
1086,1086,1086,Season 1,S01E03,Lord Snow,12,1086,CERSEI LANNISTER, What if it comes back to him? If he tells his father what he saw...,King's Landing,The Crownlands,Lannister,1,Female
1087,1087,1087,Season 1,S01E03,Lord Snow,12,1087,JAIME LANNISTER, We'll say he was lying. We'll say he was dreaming. We'll say whatever we like. I think we can outfox a 10-year-old.,King's Landing,The Crownlands,Lannister,1,Male
1088,1088,1088,Season 1,S01E03,Lord Snow,12,1088,CERSEI LANNISTER, And my husband?,King's Landing,The Crownlands,Lannister,1,Female
1089,1089,1089,Season 1,S01E03,Lord Snow,12,1089,JAIME LANNISTER," I'll go to war with him if I have to. They can write a ballad about us : ""The War for Cersei's Cunt.""",King's Landing,The Crownlands,Lannister,1,Male
1090,1090,1090,Season 1,S01E03,Lord Snow,12,1090,CERSEI LANNISTER,"Cersei hits Jaime, he spins her around and hugs her from behind, whispering into her ear.",King's Landing,The Crownlands,Lannister,1,Female
1091,1091,1091,Season 1,S01E03,Lord Snow,12,1091,JAIME LANNISTER,"Cersei hits Jaime, he spins her around and hugs her from behind, whispering into her ear.",King's Landing,The Crownlands,Lannister,1,Male
1092,1092,1092,Season 1,S01E03,Lord Snow,12,1092,CERSEI LANNISTER, Let me go.,King's Landing,The Crownlands,Lannister,1,Female
1093,1093,1093,Season 1,S01E03,Lord Snow,12,1093,JAIME LANNISTER, Never.,King's Landing,The Crownlands,Lannister,1,Male
1094,1094,1094,Season 1,S01E03,Lord Snow,12,1094,CERSEI LANNISTER, Let me go.,King's Landing,The Crownlands,Lannister,1,Female
1095,1095,1095,Season 1,S01E03,Lord Snow,12,1095,JAIME LANNISTER," The boy won't talk. And if he does, I'll kill him. Him, Ned Stark, the King... the whole bloody lot of them, until you and I are the only people left in this world.",King's Landing,The Crownlands,Lannister,1,Male
1096,1096,1096,Season 1,S01E03,Lord Snow,12,1096,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,King's Landing,The Crownlands,Other,0,Other
1097,1097,1097,Season 1,S01E03,Lord Snow,13,1097,CATELYN STARK,In a back alley before Catelyn leaves King's Landing.,King's Landing,The Crownlands,Stark,1,Female
1098,1098,1098,Season 1,S01E03,Lord Snow,13,1098,CATELYN STARK,  I wish I could see the girls.,King's Landing,The Crownlands,Stark,1,Female
1099,1099,1099,Season 1,S01E03,Lord Snow,13,1099,NED STARK,  It's too dangerous.,King's Landing,The Crownlands,Stark,1,Male
1100,1100,1100,Season 1,S01E03,Lord Snow,13,1100,CATELYN STARK, Just for a moment.,King's Landing,The Crownlands,Stark,1,Female
1101,1101,1101,Season 1,S01E03,Lord Snow,13,1101,NED STARK,  Until we know who our enemies are...,King's Landing,The Crownlands,Stark,1,Male
1102,1102,1102,Season 1,S01E03,Lord Snow,13,1102,CATELYN STARK," I know they did it, Ned. The Lannisters. In my bones, I know it.",King's Landing,The Crownlands,Stark,1,Female
1103,1103,1103,Season 1,S01E03,Lord Snow,13,1103,NED STARK,  Littlefinger's right. I can't do anything without proof.,King's Landing,The Crownlands,Stark,1,Male
1104,1104,1104,Season 1,S01E03,Lord Snow,13,1104,CERSEI LANNISTER, And if you find the proof?,King's Landing,The Crownlands,Lannister,1,Female
1105,1105,1105,Season 1,S01E03,Lord Snow,13,1105,NED STARK," Then I bring it to Robert... And hope he's still the man I once knew. You watch yourself on the road, huh? That temper of yours is a dangerous thing.",King's Landing,The Crownlands,Stark,1,Male
1106,1106,1106,Season 1,S01E03,Lord Snow,13,1106,CATELYN STARK," My temper? Gods be good, you nearly killed poor Littlefinger yesterday.",King's Landing,The Crownlands,Stark,1,Female
1107,1107,1107,Season 1,S01E03,Lord Snow,13,1107,NED STARK, He still loves you.,King's Landing,The Crownlands,Stark,1,Male
1108,1108,1108,Season 1,S01E03,Lord Snow,13,1108,CATELYN STARK, Does he?,King's Landing,The Crownlands,Stark,1,Female
1109,1109,1109,Season 1,S01E03,Lord Snow,13,1109,NED STARK, Off with you.,King's Landing,The Crownlands,Stark,1,Male
1110,1110,1110,Season 1,S01E03,Lord Snow,13,1110,SCENE BREAK,- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -,King's Landing,The Crownlands,Other,0,Other
1111,1111,1111,Season 1,S01E03,Lord Snow,14,1111,SCRIPT_NOTE,"In the King's chambers, he's drinking and eating at a table.",King's Landing,The Crownlands,Other,0,Other
1112,1112,1112,Season 1,S01E03,Lord Snow,14,1112,ROBERT BARATHEON,  It's been a long time. But I still remember every face. You remember your first?,King's Landing,The Crownlands,Baratheon,1,Male
1113,1113,1113,Season 1,S01E03,Lord Snow,14,1113,BARRISTAN SELMY," Of course, your Grace.",King's Landing,The Crownlands,Other,0,Other
1114,1114,1114,Season 1,S01E03,Lord Snow,14,1114,ROBERT BARATHEON,  Who was it?,King's Landing,The Crownlands,Baratheon,1,Male
1115,1115,1115,Season 1,S01E03,Lord Snow,14,1115,BARRISTAN SELMY, A Tyroshi. Never learned the name.,King's Landing,The Crownlands,Other,0,Other
1116,1116,1116,Season 1,S01E03,Lord Snow,14,1116,ROBERT BARATHEON, How'd you do it?,King's Landing,The Crownlands,Baratheon,1,Male
1117,1117,1117,Season 1,S01E03,Lord Snow,14,1117,BARRISTAN SELMY, Lance through the heart.,King's Landing,The Crownlands,Other,0,Other
1118,1118,1118,Season 1,S01E03,Lord Snow,14,1118,ROBERT BARATHEON," Quick one. Lucky for you. Mine was some Tarly boy at the Battle of Summerhall. My horse took an arrow so I was on foot, slogging through the mud. He came running at me, this dumb high-born lad, thinking he could end the rebellion with the single swing of his sword. I knocked him down with the hammer. Gods, I was strong then. Caved in his breastplate. Probably shattered every rib he had. Stood over him, hammer in the air. Right before I brought it down he shouted, ""Wait! Wait!""... They never tell you how they all shit themselves. They don't put that part in the songs. Stupid boy. Now the Tarlys bend the knee like everyone else. He could have lingered on the edge of the battle with the smart boys and today his wife would be making him miserable, his sons would be ingrates, and he'd be waking three times in the night to piss into a bowl. Wine! Lancel. Gods, what a stupid name. Lancel Lannister. Who named you? Some halfwit with a stutter? What are you doing?",King's Landing,The Crownlands,Baratheon,1,Male
1119,1119,1119,Season 1,S01E03,Lord Snow,14,1119,LANCEL LANNISTER," It's empty, your Grace.",King's Landing,The Crownlands,Lannister,0,Other
1120,1120,1120,Season 1,S01E03,Lord Snow,14,1120,ROBERT BARATHEON, What do you mean it's empty?,King's Landing,The Crownlands,Baratheon,1,Male
1121,1121,1121,Season 1,S01E03,Lord Snow,14,1121,LANCEL LANNISTER, There's no more wine.,King's Landing,The Crownlands,Lannister,0,Other
1122,1122,1122,Season 1,S01E03,Lord Snow,14,1122,ROBERT BARATHEON,"  Is that what empty means?! So get more. Tell your cousin to get in here. Kingslayer! Get in here. Surrounded by Lannisters. Every time I close my eyes I see their blond hair and their smug, satisfied faces. It must wound your pride, huh? Standing out there like a glorified sentry. Jaime Lannister, son of the mighty Tywin... Forced to mind the door while your King eats and drinks and shits and fucks. So come on. We're telling war stories. Who was your first kill, not counting old men?",King's Landing,The Crownlands,Baratheon,1,Male
1123,1123,1123,Season 1,S01E03,Lord Snow,14,1123,JAIME LANNISTER, One of the outlaws in the Brotherhood.,King's Landing,The Crownlands,Lannister,1,Male
1124,1124,1124,Season 1,S01E03,Lord Snow,14,1124,BARRISTAN SELMY," I was there that day. You were only a squire, 16 years old.",King's Landing,The Crownlands,Other,0,Other
1125,1125,1125,Season 1,S01E03,Lord Snow,14,1125,JAIME LANNISTER, You killed Simon Toyne with a counter riposte. Best move I ever saw.,King's Landing,The Crownlands,Lannister,1,Male
1126,1126,1126,Season 1,S01E03,Lord Snow,14,1126,BARRISTAN SELMY," A good fighter, Toyne, but he lacked stamina.",King's Landing,The Crownlands,Other,0,Other
1127,1127,1127,Season 1,S01E03,Lord Snow,14,1127,ROBERT BARATHEON, Your outlaw... Any last words?,King's Landing,The Crownlands,Baratheon,1,Male
1128,1128,1128,Season 1,S01E03,Lord Snow,14,1128,JAIME LANNISTER," I cut his head off, so no.",King's Landing,The Crownlands,Lannister,1,Male
1129,1129,1129,Season 1,S01E03,Lord Snow,14,1129,ROBERT BARATHEON, What about Aerys Targaryen? What did the Mad King say when you stabbed him in the back? I never asked. Did he call you a traitor? Did he plead for a reprieve?,King's Landing,The Crownlands,Baratheon,1,Male
1130,1130,1130,Season 1,S01E03,Lord Snow,14,1130,JAIME LANNISTER," He said the same thing he'd been saying for hours... ""Burn them all."" If that's all, your Grace...",King's Landing,The Crownlands,Lannister,1,Male
